RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
11871,11/24/2021,Concentrate,Grams,3193.13,0,0,67.5,3193.13,67.5,04/08/2024
11871,11/24/2021,Concentrate (Each),Each,132305.1,3484,132305.1,0,0,3484,04/08/2024
11871,11/24/2021,Shake/Trim (by strain),Grams,12668.47,0,0,2923.05,12668.47,2923.05,04/08/2024
11871,11/24/2021,Infused (non-edible),Each,6547,218,6547,0,0,218,04/08/2024
11871,11/24/2021,Infused Beverage,Each,22689.66,3334,22689.66,0,0,3334,04/08/2024
11871,11/24/2021,Raw Pre-Rolls,Grams,200672.17,0,0,19300.15,200672.17,19300.15,04/08/2024
11871,11/24/2021,Kief,Grams,1003.3,0,0,45,1003.3,45,04/08/2024
11871,11/24/2021,Buds,Grams,685633.6,0,0,70837.08,685633.6,70837.08,04/08/2024
11883,11/25/2021,Raw Pre-Rolls,Grams,3131.65,0,0,293.25,3131.65,293.25,04/08/2024
11883,11/25/2021,Buds,Grams,11941.37,0,0,1101.4,11941.37,1101.4,04/08/2024
11883,11/25/2021,Infused Beverage,Each,222.21,36,222.21,0,0,36,04/08/2024
11883,11/25/2021,Shake/Trim (by strain),Grams,46.51,0,0,8,46.51,8,04/08/2024
11883,11/25/2021,Infused (non-edible),Each,54,2,54,0,0,2,04/08/2024
11883,11/25/2021,Infused Pre-Rolls,Grams,210,0,0,7,210,7,04/08/2024
11883,11/25/2021,Kief,Grams,18.89,0,0,5.3,18.89,5.3,04/08/2024
11883,11/25/2021,Vape Product,Each,3435.94,87,3435.94,0,0,87,04/08/2024
11883,11/25/2021,Concentrate (Each),Each,1890.26,52,1890.26,0,0,52,04/08/2024
11883,11/25/2021,Infused (edible),Each,1858.32,78,1858.32,0,0,78,04/08/2024
11893,11/26/2021,Raw Pre-Rolls,Grams,146093.59,0,0,14217.7,146093.59,14217.7,04/08/2024
11893,11/26/2021,Infused (edible),Each,184952.7,8153,184952.7,0,0,8153,04/08/2024
11893,11/26/2021,Vape Product,Each,209724.43,4891,209724.43,0,0,4891,04/08/2024
11893,11/26/2021,Concentrate (Each),Each,111109.49,3039,111109.49,0,0,3039,04/08/2024
11893,11/26/2021,Kief,Grams,1727.74,0,0,85,1727.74,85,04/08/2024
11893,11/26/2021,Buds,Grams,617119.03,0,0,72284.96,617119.03,72284.96,04/08/2024
11893,11/26/2021,Infused Beverage,Each,10619.66,1399,10619.66,0,0,1399,04/08/2024
11893,11/26/2021,Infused (non-edible),Each,9390.67,289,9390.67,0,0,289,04/08/2024
11893,11/26/2021,Shake/Trim,Grams,1181.92,0,0,213,1181.92,213,04/08/2024
11893,11/26/2021,Concentrate,Grams,2139.94,0,0,48.5,2139.94,48.5,04/08/2024
11893,11/26/2021,Infused Pre-Rolls,Grams,9799.33,0,0,497.09,9799.33,497.09,04/08/2024
11893,11/26/2021,Shake/Trim (by strain),Grams,11023.92,0,0,2888.8,11023.92,2888.8,04/08/2024
11905,11/27/2021,Infused Pre-Rolls,Grams,6548.21,0,0,301,6548.21,301,04/08/2024
11905,11/27/2021,Concentrate (Each),Each,65478.17,1662,65478.17,0,0,1662,04/08/2024
11905,11/27/2021,Vape Product,Each,129975.01,2884,129975.01,0,0,2884,04/08/2024
11905,11/27/2021,Shake/Trim (by strain),Grams,4517.21,0,0,901.25,4517.21,901.25,04/08/2024
11905,11/27/2021,Shake/Trim,Grams,1162.95,0,0,252,1162.95,252,04/08/2024
11905,11/27/2021,Buds,Grams,366599.56,0,0,39449.59,366599.56,39449.59,04/08/2024
11905,11/27/2021,Kief,Grams,1467.81,0,0,68,1467.81,68,04/08/2024
11905,11/27/2021,Infused Beverage,Each,7281.36,975,7281.36,0,0,975,04/08/2024
11905,11/27/2021,Infused (edible),Each,130981.02,5753,130981.02,0,0,5753,04/08/2024
11905,11/27/2021,Infused (non-edible),Each,4965.6,152,4965.6,0,0,152,04/08/2024
11905,11/27/2021,Concentrate,Grams,1819.46,0,0,36.5,1819.46,36.5,04/08/2024
11905,11/27/2021,Concentrate (Bulk),Grams,47.5,0,0,1,47.5,1,04/08/2024
11905,11/27/2021,Raw Pre-Rolls,Grams,98184.71,0,0,9267.6,98184.71,9267.6,04/08/2024
11918,11/28/2021,Shake/Trim (by strain),Grams,3237.51,0,0,639.25,3237.51,639.25,04/08/2024
11918,11/28/2021,Infused Beverage,Each,5531.06,777,5531.06,0,0,777,04/08/2024
11918,11/28/2021,Shake/Trim,Grams,632.85,0,0,126,632.85,126,04/08/2024
11918,11/28/2021,Raw Pre-Rolls,Grams,79368.85,0,0,7686.25,79368.85,7686.25,04/08/2024
11918,11/28/2021,Infused (edible),Each,80821.28,3543,80821.28,0,0,3543,04/08/2024
11918,11/28/2021,Concentrate (Each),Each,48084.47,1204,48084.47,0,0,1204,04/08/2024
11918,11/28/2021,Kief,Grams,577.07,0,0,29,577.07,29,04/08/2024
11918,11/28/2021,Infused Pre-Rolls,Grams,4283.77,0,0,196.9,4283.77,196.9,04/08/2024
11918,11/28/2021,Vape Product,Each,103005.31,2298,103005.31,0,0,2298,04/08/2024
11918,11/28/2021,Infused (non-edible),Each,4567.96,150,4567.96,0,0,150,04/08/2024
11918,11/28/2021,Buds,Grams,287222.45,0,0,31529.95,287222.45,31529.95,04/08/2024
11918,11/28/2021,Concentrate,Grams,844.05,0,0,17,844.05,17,04/08/2024
11930,11/29/2021,Infused Beverage,Each,4209.82,517,4209.82,0,0,517,04/08/2024
11930,11/29/2021,Vape Product,Each,114156.26,2666,114156.26,0,0,2666,04/08/2024
11930,11/29/2021,Infused (edible),Each,95556.51,4056,95556.51,0,0,4056,04/08/2024
11930,11/29/2021,Concentrate (Each),Each,54289.96,1438,54289.96,0,0,1438,04/08/2024
11930,11/29/2021,Infused (non-edible),Each,4316.15,126,4316.15,0,0,126,04/08/2024
11930,11/29/2021,Raw Pre-Rolls,Grams,78776.53,0,0,7177.75,78776.53,7177.75,04/08/2024
11930,11/29/2021,Buds,Grams,337671.02,0,0,38042.22,337671.02,38042.22,04/08/2024
11930,11/29/2021,Infused Pre-Rolls,Grams,3962.12,0,0,191.43,3962.12,191.43,04/08/2024
11930,11/29/2021,Shake/Trim (by strain),Grams,2856.7,0,0,481.75,2856.7,481.75,04/08/2024
11930,11/29/2021,Shake/Trim,Grams,835.36,0,0,182,835.36,182,04/08/2024
11930,11/29/2021,Concentrate,Grams,2427.58,0,0,46,2427.58,46,04/08/2024
11930,11/29/2021,Kief,Grams,947.63,0,0,49,947.63,49,04/08/2024
11942,11/30/2021,Infused (edible),Each,93403.15,3921,93403.15,0,0,3921,04/08/2024
11942,11/30/2021,Buds,Grams,316846.34,0,0,35118.48,316846.34,35118.48,04/08/2024
11942,11/30/2021,Shake/Trim (by strain),Grams,3830.45,0,0,677.25,3830.45,677.25,04/08/2024
11942,11/30/2021,Kief,Grams,757.72,0,0,34,757.72,34,04/08/2024
11942,11/30/2021,Infused (non-edible),Each,4182.79,93,4182.79,0,0,93,04/08/2024
11942,11/30/2021,Vape Product,Each,118063.16,2709,118063.16,0,0,2709,04/08/2024
11942,11/30/2021,Concentrate,Grams,1190.32,0,0,30.5,1190.32,30.5,04/08/2024
11942,11/30/2021,Infused Pre-Rolls,Grams,4492.96,0,0,187.06,4492.96,187.06,04/08/2024
11942,11/30/2021,Raw Pre-Rolls,Grams,83023.47,0,0,7495,83023.47,7495,04/08/2024
11942,11/30/2021,Concentrate (Each),Each,52916.91,1391,52916.91,0,0,1391,04/08/2024
11942,11/30/2021,Shake/Trim,Grams,790.84,0,0,140,790.84,140,04/08/2024
11942,11/30/2021,Infused Beverage,Each,5682.58,751,5682.58,0,0,751,04/08/2024
11954,12/1/2021,Infused Beverage,Each,5004.3,645,5004.3,0,0,645,04/08/2024
11954,12/1/2021,Infused (edible),Each,97760.22,4803,97760.22,0,0,4803,04/08/2024
11954,12/1/2021,Kief,Grams,728.69,0,0,32,728.69,32,04/08/2024
11954,12/1/2021,Concentrate,Grams,2752.73,0,0,55.5,2752.73,55.5,04/08/2024
11954,12/1/2021,Shake/Trim,Grams,1242.06,0,0,214.8,1242.06,214.8,04/08/2024
11954,12/1/2021,Buds,Grams,376720.91,0,0,41636.42,376720.91,41636.42,04/08/2024
11954,12/1/2021,Shake/Trim (by strain),Grams,5984.54,0,0,1057.05,5984.54,1057.05,04/08/2024
11954,12/1/2021,Infused (non-edible),Each,2739.35,87,2739.35,0,0,87,04/08/2024
11954,12/1/2021,Infused Pre-Rolls,Grams,6239.5,0,0,259.59,6239.5,259.59,04/08/2024
11954,12/1/2021,Raw Pre-Rolls,Grams,88936.93,0,0,8080.05,88936.93,8080.05,04/08/2024
11954,12/1/2021,Vape Product,Each,123462.59,2833,123462.59,0,0,2833,04/08/2024
11954,12/1/2021,Concentrate (Each),Each,64247.27,1781,64247.27,0,0,1781,04/08/2024
11966,12/2/2021,Infused (non-edible),Each,6670.49,162,6670.49,0,0,162,04/08/2024
11966,12/2/2021,Shake/Trim,Grams,609.12,0,0,140,609.12,140,04/08/2024
11966,12/2/2021,Buds,Grams,361194.55,0,0,40799.25,361194.55,40799.25,04/08/2024
11966,12/2/2021,Raw Pre-Rolls,Grams,88359.45,0,0,7803.2,88359.45,7803.2,04/08/2024
11966,12/2/2021,Concentrate (Each),Each,61841.62,1589,61841.62,0,0,1589,04/08/2024
11966,12/2/2021,Concentrate,Grams,3662.5,0,0,80,3662.5,80,04/08/2024
11966,12/2/2021,Infused Pre-Rolls,Grams,5559.45,0,0,238.35,5559.45,238.35,04/08/2024
11966,12/2/2021,Shake/Trim (by strain),Grams,7391.34,0,0,1515.55,7391.34,1515.55,04/08/2024
11966,12/2/2021,Kief,Grams,1005.38,0,0,47,1005.38,47,04/08/2024
11966,12/2/2021,Infused Beverage,Each,5971.23,802,5971.23,0,0,802,04/08/2024
11966,12/2/2021,Vape Product,Each,126419.93,2824,126419.93,0,0,2824,04/08/2024
11966,12/2/2021,Infused (edible),Each,97264.26,4412,97264.26,0,0,4412,04/08/2024
11978,12/3/2021,Concentrate (Each),Each,79640.97,2028,79640.97,0,0,2028,04/08/2024
11978,12/3/2021,Shake/Trim,Grams,1032.86,0,0,215.4,1032.86,215.4,04/08/2024
11978,12/3/2021,Infused Pre-Rolls,Grams,9285.95,0,0,409.19,9285.95,409.19,04/08/2024
11978,12/3/2021,Concentrate,Grams,4926.42,0,0,109,4926.42,109,04/08/2024
11978,12/3/2021,Raw Pre-Rolls,Grams,125962.14,0,0,11329.27,125962.14,11329.27,04/08/2024
11978,12/3/2021,Infused (non-edible),Each,6230.54,176,6230.54,0,0,176,04/08/2024
11978,12/3/2021,Shake/Trim (by strain),Grams,8532.49,0,0,1672.9,8532.49,1672.9,04/08/2024
11978,12/3/2021,Infused (edible),Each,137785.15,5687,137785.15,0,0,5687,04/08/2024
11978,12/3/2021,Buds,Grams,522312.61,0,0,57297.34,522312.61,57297.34,04/08/2024
11978,12/3/2021,Kief,Grams,1575.37,0,0,72,1575.37,72,04/08/2024
11978,12/3/2021,Vape Product,Each,155805.08,3361,155805.08,0,0,3361,04/08/2024
11978,12/3/2021,Infused Beverage,Each,10103.01,1274,10103.01,0,0,1274,04/08/2024
11990,12/4/2021,Infused (non-edible),Each,4758.86,162,4758.86,0,0,162,04/08/2024
11990,12/4/2021,Concentrate,Grams,3490.23,0,0,76,3490.23,76,04/08/2024
11990,12/4/2021,Raw Pre-Rolls,Grams,114374.67,0,0,10768.56,114374.67,10768.56,04/08/2024
11990,12/4/2021,Buds,Grams,396904.52,0,0,44158.86,396904.52,44158.86,04/08/2024
11990,12/4/2021,Shake/Trim,Grams,764.38,0,0,133.8,764.38,133.8,04/08/2024
11990,12/4/2021,Shake/Trim (by strain),Grams,6270.63,0,0,1263.6,6270.63,1263.6,04/08/2024
11990,12/4/2021,Infused (edible),Each,126325.73,5075,126325.73,0,0,5075,04/08/2024
11990,12/4/2021,Infused Pre-Rolls,Grams,6725.21,0,0,322.76,6725.21,322.76,04/08/2024
11990,12/4/2021,Kief,Grams,1205.61,0,0,60,1205.61,60,04/08/2024
11990,12/4/2021,Concentrate (Bulk),Grams,141.83,0,0,3.5,141.83,3.5,04/08/2024
11990,12/4/2021,Vape Product,Each,143799.31,3246,143799.31,0,0,3246,04/08/2024
11990,12/4/2021,Concentrate (Each),Each,74261.95,1871,74261.95,0,0,1871,04/08/2024
11990,12/4/2021,Infused Beverage,Each,8509.64,1240,8509.64,0,0,1240,04/08/2024
12003,12/5/2021,Infused (non-edible),Each,3652.69,114,3652.69,0,0,114,04/08/2024
12003,12/5/2021,Buds,Grams,306273.03,0,0,33346.46,306273.03,33346.46,04/08/2024
12003,12/5/2021,Infused (edible),Each,80308.42,3390,80308.42,0,0,3390,04/08/2024
12003,12/5/2021,Concentrate,Grams,1749.45,0,0,44,1749.45,44,04/08/2024
12003,12/5/2021,Concentrate (Each),Each,44744.33,1103,44744.33,0,0,1103,04/08/2024
12003,12/5/2021,Vape Product,Each,103067.27,2257,103067.27,0,0,2257,04/08/2024
12003,12/5/2021,Kief,Grams,542.51,0,0,24,542.51,24,04/08/2024
12003,12/5/2021,Raw Pre-Rolls,Grams,86590.84,0,0,8264.18,86590.84,8264.18,04/08/2024
12003,12/5/2021,Infused Pre-Rolls,Grams,4462.99,0,0,222.7,4462.99,222.7,04/08/2024
12003,12/5/2021,Infused Beverage,Each,5227.73,644,5227.73,0,0,644,04/08/2024
12003,12/5/2021,Concentrate (Bulk),Grams,285,0,0,7,285,7,04/08/2024
12003,12/5/2021,Shake/Trim,Grams,594.1,0,0,126,594.1,126,04/08/2024
12003,12/5/2021,Shake/Trim (by strain),Grams,4005.44,0,0,758.25,4005.44,758.25,04/08/2024
12016,12/6/2021,Infused Beverage,Each,3272.03,460,3272.03,0,0,460,04/08/2024
12016,12/6/2021,Concentrate (Each),Each,52043.11,1317,52043.11,0,0,1317,04/08/2024
12016,12/6/2021,Infused (non-edible),Each,4331.55,107,4331.55,0,0,107,04/08/2024
12016,12/6/2021,Concentrate,Grams,2647.35,0,0,62,2647.35,62,04/08/2024
12016,12/6/2021,Concentrate (Bulk),Grams,280,0,0,7,280,7,04/08/2024
12016,12/6/2021,Kief,Grams,811.9,0,0,36,811.9,36,04/08/2024
12016,12/6/2021,Vape Product,Each,104095.37,2209,104095.37,0,0,2209,04/08/2024
12016,12/6/2021,Buds,Grams,304641.12,0,0,31918.51,304641.12,31918.51,04/08/2024
12016,12/6/2021,Shake/Trim,Grams,780.86,0,0,141.5,780.86,141.5,04/08/2024
12016,12/6/2021,Infused Pre-Rolls,Grams,5038.04,0,0,229.06,5038.04,229.06,04/08/2024
12016,12/6/2021,Raw Pre-Rolls,Grams,72087,0,0,6459.47,72087,6459.47,04/08/2024
12016,12/6/2021,Shake/Trim (by strain),Grams,8448.32,0,0,2276.2,8448.32,2276.2,04/08/2024
12016,12/6/2021,Infused (edible),Each,86508.63,3747,86508.63,0,0,3747,04/08/2024
12029,12/7/2021,Raw Pre-Rolls,Grams,79979.8,0,0,7428.17,79979.8,7428.17,04/08/2024
12029,12/7/2021,Concentrate,Grams,2076.77,0,0,39.5,2076.77,39.5,04/08/2024
12029,12/7/2021,Kief,Grams,617.94,0,0,29,617.94,29,04/08/2024
12029,12/7/2021,Infused (non-edible),Each,4226.47,123,4226.47,0,0,123,04/08/2024
12029,12/7/2021,Buds,Grams,319886.12,0,0,33824.88,319886.12,33824.88,04/08/2024
12029,12/7/2021,Infused (edible),Each,103875.41,4101,103875.41,0,0,4101,04/08/2024
12029,12/7/2021,Concentrate (Bulk),Grams,301.99,0,0,7,301.99,7,04/08/2024
12029,12/7/2021,Shake/Trim,Grams,643.06,0,0,112,643.06,112,04/08/2024
12029,12/7/2021,Infused Beverage,Each,5649.52,646,5649.52,0,0,646,04/08/2024
12029,12/7/2021,Concentrate (Each),Each,56585.9,1440,56585.9,0,0,1440,04/08/2024
12029,12/7/2021,Vape Product,Each,129163.02,2824,129163.02,0,0,2824,04/08/2024
12029,12/7/2021,Infused Pre-Rolls,Grams,5128.07,0,0,234.41,5128.07,234.41,04/08/2024
12029,12/7/2021,Shake/Trim (by strain),Grams,4885.06,0,0,1018.5,4885.06,1018.5,04/08/2024
12042,12/8/2021,Concentrate (Bulk),Grams,472.75,0,0,12,472.75,12,04/08/2024
12042,12/8/2021,Kief,Grams,817.18,0,0,37,817.18,37,04/08/2024
12042,12/8/2021,Shake/Trim,Grams,1375.43,0,0,256.2,1375.43,256.2,04/08/2024
12042,12/8/2021,Shake/Trim (by strain),Grams,5983.88,0,0,1295.8,5983.88,1295.8,04/08/2024
12042,12/8/2021,Infused Pre-Rolls,Grams,6363.7,0,0,310.05,6363.7,310.05,04/08/2024
12042,12/8/2021,Vape Product,Each,136734.24,3153,136734.24,0,0,3153,04/08/2024
12042,12/8/2021,Infused (non-edible),Each,4420.08,156,4420.08,0,0,156,04/08/2024
12042,12/8/2021,Concentrate,Grams,2604.6,0,0,60.5,2604.6,60.5,04/08/2024
12042,12/8/2021,Raw Pre-Rolls,Grams,98849.52,0,0,9365.58,98849.52,9365.58,04/08/2024
12042,12/8/2021,Concentrate (Each),Each,69085.38,1852,69085.38,0,0,1852,04/08/2024
12042,12/8/2021,Buds,Grams,368819.62,0,0,40211.81,368819.62,40211.81,04/08/2024
12042,12/8/2021,Infused Beverage,Each,5365.94,778,5365.94,0,0,778,04/08/2024
12042,12/8/2021,Infused (edible),Each,112473.18,4715,112473.18,0,0,4715,04/08/2024
12055,12/9/2021,Raw Pre-Rolls,Grams,95959.97,0,0,8799.7,95959.97,8799.7,04/08/2024
12055,12/9/2021,Concentrate (Each),Each,56746.9,1476,56746.9,0,0,1476,04/08/2024
12055,12/9/2021,Shake/Trim (by strain),Grams,5895.44,0,0,1194.9,5895.44,1194.9,04/08/2024
12055,12/9/2021,Vape Product,Each,130767.94,2835,130767.94,0,0,2835,04/08/2024
12055,12/9/2021,Concentrate,Grams,2952.62,0,0,83.5,2952.62,83.5,04/08/2024
12055,12/9/2021,Infused (edible),Each,102303.03,4355,102303.03,0,0,4355,04/08/2024
12055,12/9/2021,Infused Pre-Rolls,Grams,5676.8,0,0,268.31,5676.8,268.31,04/08/2024
12055,12/9/2021,Shake/Trim,Grams,374.23,0,0,70,374.23,70,04/08/2024
12055,12/9/2021,Buds,Grams,357011.09,0,0,38754.6,357011.09,38754.6,04/08/2024
12055,12/9/2021,Kief,Grams,686.72,0,0,30,686.72,30,04/08/2024
12055,12/9/2021,Infused Beverage,Each,7223.05,897,7223.05,0,0,897,04/08/2024
12055,12/9/2021,Infused (non-edible),Each,5005.07,163,5005.07,0,0,163,04/08/2024
12067,12/10/2021,Infused Pre-Rolls,Grams,8936.61,0,0,384.08,8936.61,384.08,04/08/2024
12067,12/10/2021,Shake/Trim,Grams,1208.83,0,0,197.5,1208.83,197.5,04/08/2024
12067,12/10/2021,Concentrate (Bulk),Grams,95,0,0,2,95,2,04/08/2024
12067,12/10/2021,Infused (edible),Each,142049.01,5695,142049.01,0,0,5695,04/08/2024
12067,12/10/2021,Infused Beverage,Each,12201.45,1381,12201.45,0,0,1381,04/08/2024
12067,12/10/2021,Concentrate (Each),Each,82320.92,2154,82320.92,0,0,2154,04/08/2024
12067,12/10/2021,Concentrate,Grams,2912.3,0,0,73,2912.3,73,04/08/2024
12067,12/10/2021,Raw Pre-Rolls,Grams,122811.21,0,0,10986.36,122811.21,10986.36,04/08/2024
12067,12/10/2021,Infused Pre-Rolls,Milligrams,200.88,0,0,6300,200.88,6300,04/08/2024
12067,12/10/2021,Kief,Grams,1351.38,0,0,62,1351.38,62,04/08/2024
12067,12/10/2021,Vape Product,Each,165152.01,3688,165152.01,0,0,3688,04/08/2024
12067,12/10/2021,Infused (non-edible),Each,5074.05,163,5074.05,0,0,163,04/08/2024
12067,12/10/2021,Buds,Grams,499508.98,0,0,54356.8,499508.98,54356.8,04/08/2024
12067,12/10/2021,Shake/Trim (by strain),Grams,9634.33,0,0,2049.5,9634.33,2049.5,04/08/2024
12081,12/11/2021,Shake/Trim (by strain),Grams,7598.15,0,0,1650.25,7598.15,1650.25,04/08/2024
12081,12/11/2021,Infused (edible),Each,129098.16,4955,129098.16,0,0,4955,04/08/2024
12081,12/11/2021,Concentrate,Grams,2572,0,0,64,2572,64,04/08/2024
12081,12/11/2021,Vape Product,Each,146543.92,3317,146543.92,0,0,3317,04/08/2024
12081,12/11/2021,Infused Beverage,Each,9044.79,1117,9044.79,0,0,1117,04/08/2024
12081,12/11/2021,Kief,Grams,1261.17,0,0,73,1261.17,73,04/08/2024
12081,12/11/2021,Concentrate (Bulk),Grams,312.71,0,0,8,312.71,8,04/08/2024
12081,12/11/2021,Infused Pre-Rolls,Grams,7998.87,0,0,357.41,7998.87,357.41,04/08/2024
12081,12/11/2021,Concentrate (Each),Each,72796.68,2021,72796.68,0,0,2021,04/08/2024
12081,12/11/2021,Raw Pre-Rolls,Grams,116573.28,0,0,10818.03,116573.28,10818.03,04/08/2024
12081,12/11/2021,Infused (non-edible),Each,7010.45,203,7010.45,0,0,203,04/08/2024
12081,12/11/2021,Infused Pre-Rolls,Milligrams,240.43,0,0,7200,240.43,7200,04/08/2024
12081,12/11/2021,Shake/Trim,Grams,1674.46,0,0,384.45,1674.46,384.45,04/08/2024
12081,12/11/2021,Buds,Grams,420782.49,0,0,45465.6,420782.49,45465.6,04/08/2024
12095,12/12/2021,Infused Pre-Rolls,Grams,5178.64,0,0,235.35,5178.64,235.35,04/08/2024
12095,12/12/2021,Infused (non-edible),Each,4576.15,136,4576.15,0,0,136,04/08/2024
12095,12/12/2021,Concentrate (Bulk),Grams,257.75,0,0,7,257.75,7,04/08/2024
12095,12/12/2021,Shake/Trim (by strain),Grams,3974.83,0,0,747.3,3974.83,747.3,04/08/2024
12095,12/12/2021,Concentrate,Grams,2010.54,0,0,43.5,2010.54,43.5,04/08/2024
12095,12/12/2021,Infused Pre-Rolls,Milligrams,30.11,0,0,900,30.11,900,04/08/2024
12095,12/12/2021,Infused (edible),Each,93459.65,4281,93459.65,0,0,4281,04/08/2024
12095,12/12/2021,Concentrate (Each),Each,46702.05,1320,46702.05,0,0,1320,04/08/2024
12095,12/12/2021,Buds,Grams,301997.05,0,0,32496.15,301997.05,32496.15,04/08/2024
12095,12/12/2021,Shake/Trim,Grams,1870.15,0,0,420,1870.15,420,04/08/2024
12095,12/12/2021,Vape Product,Each,105480.81,2521,105480.81,0,0,2521,04/08/2024
12095,12/12/2021,Infused Beverage,Each,5752.73,796,5752.73,0,0,796,04/08/2024
12095,12/12/2021,Raw Pre-Rolls,Grams,87297.92,0,0,8339.29,87297.92,8339.29,04/08/2024
12095,12/12/2021,Kief,Grams,1231.26,0,0,58,1231.26,58,04/08/2024
12109,12/13/2021,Buds,Grams,312092.8,0,0,32630.65,312092.8,32630.65,04/08/2024
12109,12/13/2021,Raw Pre-Rolls,Grams,81001.52,0,0,7325.01,81001.52,7325.01,04/08/2024
12109,12/13/2021,Vape Product,Each,110237.97,2511,110237.97,0,0,2511,04/08/2024
12109,12/13/2021,Infused Pre-Rolls,Grams,5574.67,0,0,247.72,5574.67,247.72,04/08/2024
12109,12/13/2021,Infused Beverage,Each,5668.57,752,5668.57,0,0,752,04/08/2024
12109,12/13/2021,Infused (non-edible),Each,3966.04,151,3966.04,0,0,151,04/08/2024
12109,12/13/2021,Shake/Trim (by strain),Grams,6573.37,0,0,1401.1,6573.37,1401.1,04/08/2024
12109,12/13/2021,Concentrate (Each),Each,50727.7,1349,50727.7,0,0,1349,04/08/2024
12109,12/13/2021,Infused (edible),Each,96666.88,3923,96666.88,0,0,3923,04/08/2024
12109,12/13/2021,Concentrate,Grams,1779.69,0,0,37,1779.69,37,04/08/2024
12109,12/13/2021,Shake/Trim,Grams,1515.62,0,0,337.5,1515.62,337.5,04/08/2024
12109,12/13/2021,Concentrate (Bulk),Grams,30,0,0,1,30,1,04/08/2024
12109,12/13/2021,Kief,Grams,732.84,0,0,34,732.84,34,04/08/2024
12109,12/13/2021,Infused Pre-Rolls,Milligrams,68.5,0,0,2400,68.5,2400,04/08/2024
12123,12/14/2021,Infused Beverage,Each,8000.85,1156,8000.85,0,0,1156,04/08/2024
12123,12/14/2021,Concentrate (Bulk),Grams,132.54,0,0,3,132.54,3,04/08/2024
12123,12/14/2021,Shake/Trim (by strain),Grams,5403.36,0,0,1207.85,5403.36,1207.85,04/08/2024
12123,12/14/2021,Infused (non-edible),Each,7560.3,236,7560.3,0,0,236,04/08/2024
12123,12/14/2021,Raw Pre-Rolls,Grams,102180.06,0,0,9493,102180.06,9493,04/08/2024
12123,12/14/2021,Infused Pre-Rolls,Grams,6987.62,0,0,345.29,6987.62,345.29,04/08/2024
12123,12/14/2021,Shake/Trim,Grams,999.55,0,0,224,999.55,224,04/08/2024
12123,12/14/2021,Buds,Grams,376010.29,0,0,40554.95,376010.29,40554.95,04/08/2024
12123,12/14/2021,Infused (edible),Each,125918.41,4905,125918.41,0,0,4905,04/08/2024
12123,12/14/2021,Kief,Grams,949.29,0,0,46,949.29,46,04/08/2024
12123,12/14/2021,Concentrate,Grams,1697.2,0,0,35,1697.2,35,04/08/2024
12123,12/14/2021,Concentrate (Each),Each,70781.4,1884,70781.4,0,0,1884,04/08/2024
12123,12/14/2021,Vape Product,Each,155918.28,3697,155918.28,0,0,3697,04/08/2024
12136,12/15/2021,Infused (edible),Each,126735.94,5102,126735.94,0,0,5102,04/08/2024
12136,12/15/2021,Infused (non-edible),Each,4569.65,156,4569.65,0,0,156,04/08/2024
12136,12/15/2021,Shake/Trim (by strain),Grams,8988.5,0,0,2240.1,8988.5,2240.1,04/08/2024
12136,12/15/2021,Raw Pre-Rolls,Grams,105815.33,0,0,9863.77,105815.33,9863.77,04/08/2024
12136,12/15/2021,Shake/Trim,Grams,2079.96,0,0,476,2079.96,476,04/08/2024
12136,12/15/2021,Concentrate (Each),Each,70350.23,1994,70350.23,0,0,1994,04/08/2024
12136,12/15/2021,Buds,Grams,388979.46,0,0,43817.9,388979.46,43817.9,04/08/2024
12136,12/15/2021,Kief,Grams,871.11,0,0,40,871.11,40,04/08/2024
12136,12/15/2021,Vape Product,Each,153069.74,3615,153069.74,0,0,3615,04/08/2024
12136,12/15/2021,Infused Pre-Rolls,Grams,7912.85,0,0,420.72,7912.85,420.72,04/08/2024
12136,12/15/2021,Concentrate,Grams,2370.43,0,0,48,2370.43,48,04/08/2024
12136,12/15/2021,Infused Beverage,Each,7373.22,970,7373.22,0,0,970,04/08/2024
12148,12/16/2021,Kief,Grams,1212,0,0,56,1212,56,04/08/2024
12148,12/16/2021,Concentrate,Grams,2620.37,0,0,52,2620.37,52,04/08/2024
12148,12/16/2021,Infused (edible),Each,144415.77,6111,144415.77,0,0,6111,04/08/2024
12148,12/16/2021,Shake/Trim,Grams,325.55,0,0,58.25,325.55,58.25,04/08/2024
12148,12/16/2021,Infused (non-edible),Each,6699.4,252,6699.4,0,0,252,04/08/2024
12148,12/16/2021,Vape Product,Each,166320.82,3858,166320.82,0,0,3858,04/08/2024
12148,12/16/2021,Infused Pre-Rolls,Grams,7447.17,0,0,355.93,7447.17,355.93,04/08/2024
12148,12/16/2021,Buds,Grams,393516.66,0,0,43522.74,393516.66,43522.74,04/08/2024
12148,12/16/2021,Shake/Trim (by strain),Grams,12355.16,0,0,3012.65,12355.16,3012.65,04/08/2024
12148,12/16/2021,Raw Pre-Rolls,Grams,110010.46,0,0,10003,110010.46,10003,04/08/2024
12148,12/16/2021,Infused Beverage,Each,9896.68,1324,9896.68,0,0,1324,04/08/2024
